Country,ISO3,Indicator,Unit,2018,2019,2020,2021,2022
Cambodia,KHM,Artificial surfaces (including urban and associated areas),1000 HA,28.12,28.52,28.55,29.83,31.22
Cambodia,KHM,Grassland,1000 HA,1282.62,1285.03,1285.03,1284.57,1268.02
Cambodia,KHM,Herbaceous crops,1000 HA,6525.64,6431.57,6339.62,6306.6,6288.13
Cambodia,KHM,Inland water bodies,1000 HA,422.76,433.61,433.75,433.61,434.43
Cambodia,KHM,Mangroves,1000 HA,42.53,42.66,42.67,42.74,42.91
Cambodia,KHM,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Cambodia,KHM,Shrub-covered areas,1000 HA,1695.95,1706.6,1707.85,1707.97,1680.47
Cambodia,KHM,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,661.52,660.85,660.58,660.41,659.68
Cambodia,KHM,Sparsely natural vegetated areas,1000 HA,0.36,0.36,0.36,0.36,0.36
Cambodia,KHM,Terrestrial barren land,1000 HA,2.21,2.23,2.26,2.23,2.23
Cambodia,KHM,Tree-covered areas,1000 HA,7064.82,7043.53,7047.33,7051.16,7114.19
Cambodia,KHM,Woody crops,1000 HA,526.15,617.71,705.2,733.19,731.05
"Korea, Dem. People's Rep. of",PRK,Climate Altering Land Cover Index,Index,100.841479152556,101.527149478918,101.969472656616,102.215328355255,103.308971878244
"Korea, Dem. People's Rep. of",PRK,Artificial surfaces (including urban and associated areas),1000 HA,81.26,88.35,88.45,88.92,90.17
"Korea, Dem. People's Rep. of",PRK,Grassland,1000 HA,319.01,322.17,324.8,326.53,331.48
"Korea, Dem. People's Rep. of",PRK,Herbaceous crops,1000 HA,3536.66,3554.17,3569.82,3578.29,3616.28
"Korea, Dem. People's Rep. of",PRK,Inland water bodies,1000 HA,212.92,212.9,212.23,212.76,212.73
"Korea, Dem. People's Rep. of",PRK,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Korea, Dem. People's Rep. of",PRK,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
"Korea, Dem. People's Rep. of",PRK,Shrub-covered areas,1000 HA,128.83,130.45,132.28,133.7,136.02
"Korea, Dem. People's Rep. of",PRK,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,6.21,7.22,8.84,8.85,8.9
"Korea, Dem. People's Rep. of",PRK,Sparsely natural vegetated areas,1000 HA,22.26,21.61,21.44,21.31,21.18
"Korea, Dem. People's Rep. of",PRK,Terrestrial barren land,1000 HA,15.41,15.03,15.28,15.23,15.13
"Korea, Dem. People's Rep. of",PRK,Tree-covered areas,1000 HA,7544.36,7520.82,7497.47,7484.5,7434.07
"Korea, Dem. People's Rep. of",PRK,Woody crops,1000 HA,392.96,387.16,388.87,389.79,393.93
"Korea, Rep. of",KOR,Climate Altering Land Cover Index,Index,98.8161600987204,99.1988699757263,99.0103200091145,99.643815724545,100.111764407414
"Korea, Rep. of",KOR,Artificial surfaces (including urban and associated areas),1000 HA,257.11,273.25,273.26,286.38,305.73
"Korea, Rep. of",KOR,Grassland,1000 HA,342.19,341.45,340.08,340.76,342.1
"Korea, Rep. of",KOR,Herbaceous crops,1000 HA,3426.46,3424.59,3417.57,3428.05,3426.14
"Korea, Rep. of",KOR,Inland water bodies,1000 HA,252.99,253.43,253.63,253.35,253.14
"Korea, Rep. of",KOR,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Korea, Rep. of",KOR,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
"Korea, Rep. of",KOR,Shrub-covered areas,1000 HA,151.51,150.47,149.25,148.86,148.19
"Korea, Rep. of",KOR,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,7.99,8.02,7.98,8.02,8.14
"Korea, Rep. of",KOR,Sparsely natural vegetated areas,1000 HA,41.26,38.42,38.23,36.55,34.19
"Korea, Rep. of",KOR,Terrestrial barren land,1000 HA,16.39,15.0,14.98,14.7,14.25
"Korea, Rep. of",KOR,Tree-covered areas,1000 HA,4880.45,4880.53,4896.63,4892.6,4877.67
"Korea, Rep. of",KOR,Woody crops,1000 HA,553.62,544.82,538.42,520.72,520.43
Kuwait,KWT,Climate Altering Land Cover Index,Index,100.594993844891,105.703128423605,107.674602840555,110.135412392286,118.8975463912
Kuwait,KWT,Artificial surfaces (including urban and associated areas),1000 HA,30.37,32.89,33.99,35.21,39.8
Kuwait,KWT,Grassland,1000 HA,6.27,6.6,6.73,6.89,7.44
Kuwait,KWT,Herbaceous crops,1000 HA,18.66,18.63,18.49,18.47,18.15
Kuwait,KWT,Inland water bodies,1000 HA,5.46,5.46,5.51,5.46,5.46
Kuwait,KWT,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Kuwait,KWT,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Kuwait,KWT,Shrub-covered areas,1000 HA,3.51,3.3,3.17,3.14,3.04
Kuwait,KWT,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,10.39,10.39,10.32,10.3,10.29
Kuwait,KWT,Sparsely natural vegetated areas,1000 HA,10.98,10.95,10.92,10.91,10.84
Kuwait,KWT,Terrestrial barren land,1000 HA,1638.71,1635.66,1634.61,1633.16,1627.87
Kuwait,KWT,Tree-covered areas,1000 HA,6.87,7.37,7.58,7.82,8.69
Kuwait,KWT,Woody crops,1000 HA,13.99,13.97,13.87,13.85,13.61
"Kazakhstan, Rep. of",KAZ,Climate Altering Land Cover Index,Index,101.820600546626,102.392021423343,102.59970370501,102.657338886064,102.708611017523
"Kazakhstan, Rep. of",KAZ,Artificial surfaces (including urban and associated areas),1000 HA,323.96,355.37,355.33,370.56,387.96
"Kazakhstan, Rep. of",KAZ,Grassland,1000 HA,88229.34,87859.02,88109.62,88050.83,87975.01
"Kazakhstan, Rep. of",KAZ,Herbaceous crops,1000 HA,47807.13,48045.83,48144.08,48156.05,48162.89
"Kazakhstan, Rep. of",KAZ,Inland water bodies,1000 HA,17732.2,17910.9,17827.1,17542.45,17507.67
"Kazakhstan, Rep. of",KAZ,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KAZ,Permanent snow and glaciers,1000 HA,113.64,113.64,113.54,113.64,113.64
"Kazakhstan, Rep. of",KAZ,Shrub-covered areas,1000 HA,22150.64,22263.73,22307.11,22319.12,22324.41
"Kazakhstan, Rep. of",KAZ,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,1221.64,1219.99,1219.62,1220.48,1220.54
"Kazakhstan, Rep. of",KAZ,Sparsely natural vegetated areas,1000 HA,62649.7,62983.6,62726.7,62786.61,63101.9
"Kazakhstan, Rep. of",KAZ,Terrestrial barren land,1000 HA,33277.67,32610.13,32511.58,32722.18,32445.18
"Kazakhstan, Rep. of",KAZ,Tree-covered areas,1000 HA,10140.97,10280.91,10329.5,10362.79,10405.5
"Kazakhstan, Rep. of",KAZ,Woody crops,1000 HA,212.13,215.88,215.04,214.25,214.28
Lao People's Dem. Rep.,LAO,Climate Altering Land Cover Index,Index,100.50297775172,101.013797704076,101.027330588676,100.8468242485,100.247502687212
Lao People's Dem. Rep.,LAO,Artificial surfaces (including urban and associated areas),1000 HA,11.72,11.74,11.76,12.7,14.44
Lao People's Dem. Rep.,LAO,Grassland,1000 HA,1500.58,1508.77,1513.81,1521.17,1530.59
Lao People's Dem. Rep.,LAO,Herbaceous crops,1000 HA,2919.58,2934.46,2934.78,2928.63,2909.41
Lao People's Dem. Rep.,LAO,Inland water bodies,1000 HA,228.45,228.55,227.5,227.31,226.65
Lao People's Dem. Rep.,LAO,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Lao People's Dem. Rep.,LAO,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Lao People's Dem. Rep.,LAO,Shrub-covered areas,1000 HA,7356.4,7333.65,7315.6,7286.25,7250.53
Lao People's Dem. Rep.,LAO,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,98.59,99.17,99.69,101.3,106.72
Lao People's Dem. Rep.,LAO,Sparsely natural vegetated areas,1000 HA,0.0,0.0,0.0,0.0,0.0
Lao People's Dem. Rep.,LAO,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
Lao People's Dem. Rep.,LAO,Tree-covered areas,1000 HA,10750.69,10741.45,10746.25,10773.11,10814.17
Lao People's Dem. Rep.,LAO,Woody crops,1000 HA,295.5,303.73,311.7,311.05,309.01
Lebanon,LBN,Climate Altering Land Cover Index,Index,101.033577193678,99.8259752215355,99.1593629102636,99.9852730017304,100.247663920333
Lebanon,LBN,Artificial surfaces (including urban and associated areas),1000 HA,23.9,23.92,23.95,24.36,25.31
Lebanon,LBN,Grassland,1000 HA,60.97,60.97,60.9,60.96,61.06
Lebanon,LBN,Herbaceous crops,1000 HA,250.52,247.22,245.39,247.21,246.97
Lebanon,LBN,Inland water bodies,1000 HA,2.24,2.24,2.25,2.24,2.24
Lebanon,LBN,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Lebanon,LBN,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Lebanon,LBN,Shrub-covered areas,1000 HA,219.93,219.64,219.56,219.49,219.26
Lebanon,LBN,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Lebanon,LBN,Sparsely natural vegetated areas,1000 HA,119.57,119.82,119.71,119.26,118.86
Lebanon,LBN,Terrestrial barren land,1000 HA,42.7,42.53,42.53,42.49,42.34
Lebanon,LBN,Tree-covered areas,1000 HA,50.79,51.16,51.53,51.53,51.73
Lebanon,LBN,Woody crops,1000 HA,245.38,248.5,250.22,248.45,248.21
Sri Lanka,LKA,Climate Altering Land Cover Index,Index,99.8868603447606,99.5594126101717,99.5491912738443,99.5252899301509,99.3718045024727
Sri Lanka,LKA,Artificial surfaces (including urban and associated areas),1000 HA,87.26,87.29,87.19,88.23,88.44
Sri Lanka,LKA,Grassland,1000 HA,497.12,501.31,502.44,503.78,507.26
Sri Lanka,LKA,Herbaceous crops,1000 HA,1559.24,1553.81,1553.67,1552.31,1549.57
Sri Lanka,LKA,Inland water bodies,1000 HA,185.77,190.0,189.97,190.03,190.1
Sri Lanka,LKA,Mangroves,1000 HA,20.74,21.01,20.95,21.31,23.17
Sri Lanka,LKA,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Sri Lanka,LKA,Shrub-covered areas,1000 HA,1328.87,1324.15,1323.54,1324.03,1322.46
Sri Lanka,LKA,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.02,0.02,0.02,0.02,0.02
Sri Lanka,LKA,Sparsely natural vegetated areas,1000 HA,7.55,7.5,7.49,7.51,7.5
Sri Lanka,LKA,Terrestrial barren land,1000 HA,1.54,1.54,1.55,1.54,1.54
Sri Lanka,LKA,Tree-covered areas,1000 HA,1829.2,1834.6,1834.58,1833.93,1834.62
Sri Lanka,LKA,Woody crops,1000 HA,1136.8,1132.87,1132.41,1131.42,1129.43
Myanmar,MMR,Climate Altering Land Cover Index,Index,98.8388097143065,98.4183156378301,98.3796771787279,98.2385961278139,98.0395337564405
Myanmar,MMR,Artificial surfaces (including urban and associated areas),1000 HA,102.79,102.89,103.12,106.09,108.99
Myanmar,MMR,Grassland,1000 HA,4510.21,4511.99,4532.05,4543.11,4554.25
Myanmar,MMR,Herbaceous crops,1000 HA,16311.03,16241.1,16234.49,16208.04,16172.08
Myanmar,MMR,Inland water bodies,1000 HA,1034.3,1039.17,1035.75,1035.06,1038.24
Myanmar,MMR,Mangroves,1000 HA,430.29,431.25,430.48,430.85,434.37
Myanmar,MMR,Permanent snow and glaciers,1000 HA,1.57,1.57,1.57,1.57,1.57
Myanmar,MMR,Shrub-covered areas,1000 HA,12643.73,12555.89,12552.05,12581.57,12552.69
Myanmar,MMR,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,64.96,65.99,66.63,67.02,67.47
Myanmar,MMR,Sparsely natural vegetated areas,1000 HA,3.16,3.16,3.14,3.15,3.15
Myanmar,MMR,Terrestrial barren land,1000 HA,2.39,2.39,2.4,2.39,2.62
Myanmar,MMR,Tree-covered areas,1000 HA,29711.43,29851.88,29846.58,29832.83,29881.18
Myanmar,MMR,Woody crops,1000 HA,2222.83,2231.41,2230.58,2226.95,2222.01
Mongolia,MNG,Climate Altering Land Cover Index,Index,98.6628949146745,100.792257560574,101.60339078609,100.707435704839,100.482076078972
Mongolia,MNG,Artificial surfaces (including urban and associated areas),1000 HA,50.39,61.53,61.49,62.02,63.24
Mongolia,MNG,Grassland,1000 HA,33797.48,34097.03,34305.99,34208.25,34134.82
Mongolia,MNG,Herbaceous crops,1000 HA,5833.5,5949.35,5997.72,5943.8,5929.14
Mongolia,MNG,Inland water bodies,1000 HA,1477.49,1477.17,1477.19,1477.29,1477.36
Mongolia,MNG,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Mongolia,MNG,Permanent snow and glaciers,1000 HA,62.0,62.0,61.98,62.0,62.0
Mongolia,MNG,Shrub-covered areas,1000 HA,2818.22,2840.72,2849.41,2855.24,2859.51
Mongolia,MNG,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,370.89,370.86,370.9,369.59,369.02
Mongolia,MNG,Sparsely natural vegetated areas,1000 HA,34961.72,35011.62,35008.32,35255.86,35455.89
Mongolia,MNG,Terrestrial barren land,1000 HA,67579.95,67025.31,66752.81,66506.97,66302.72
Mongolia,MNG,Tree-covered areas,1000 HA,9417.67,9473.37,9482.06,9627.99,9715.36
Mongolia,MNG,Woody crops,1000 HA,21.97,22.39,22.37,22.3,22.24
"China, P.R.: Macao",MAC,Climate Altering Land Cover Index,Index,100.594700391448,100.594700391448,101.806684733514,102.439024390244,103.079268292683
"China, P.R.: Macao",MAC,Artificial surfaces (including urban and associated areas),1000 HA,0.6,0.6,0.62,0.62,0.62
"China, P.R.: Macao",MAC,Grassland,1000 HA,0.14,0.14,0.14,0.14,0.13
"China, P.R.: Macao",MAC,Herbaceous crops,1000 HA,0.23,0.23,0.22,0.22,0.22
"China, P.R.: Macao",MAC,Inland water bodies,1000 HA,0.09,0.09,0.1,0.09,0.09
"China, P.R.: Macao",MAC,Mangroves,1000 HA,0.01,0.01,0.01,0.01,0.01
"China, P.R.: Macao",MAC,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
"China, P.R.: Macao",MAC,Shrub-covered areas,1000 HA,0.02,0.02,0.02,0.02,0.02
"China, P.R.: Macao",MAC,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.1,0.1,0.09,0.09,0.09
"China, P.R.: Macao",MAC,Sparsely natural vegetated areas,1000 HA,0.0,0.0,0.0,0.0,0.0
"China, P.R.: Macao",MAC,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
"China, P.R.: Macao",MAC,Tree-covered areas,1000 HA,0.2,0.2,0.2,0.2,0.2
"China, P.R.: Macao",MAC,Woody crops,1000 HA,0.23,0.23,0.22,0.22,0.22
Maldives,MDV,Climate Altering Land Cover Index,Index,100.0,100.0,94.3683155080214,109.781707327274,109.781707327274
Maldives,MDV,Artificial surfaces (including urban and associated areas),1000 HA,0.08,0.08,0.08,0.08,0.08
Maldives,MDV,Grassland,1000 HA,0.33,0.33,0.33,0.33,0.33
Maldives,MDV,Herbaceous crops,1000 HA,2.99,2.99,2.99,3.29,3.29
Maldives,MDV,Inland water bodies,1000 HA,106.26,106.26,113.02,106.26,106.26
Maldives,MDV,Mangroves,1000 HA,0.02,0.02,0.02,0.02,0.02
Maldives,MDV,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Maldives,MDV,Shrub-covered areas,1000 HA,0.65,0.65,0.66,0.65,0.65
Maldives,MDV,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Maldives,MDV,Sparsely natural vegetated areas,1000 HA,0.86,0.86,0.83,0.86,0.86
Maldives,MDV,Terrestrial barren land,1000 HA,0.18,0.18,0.18,0.18,0.18
Maldives,MDV,Tree-covered areas,1000 HA,0.42,0.42,0.42,0.42,0.42
Maldives,MDV,Woody crops,1000 HA,1.15,1.15,1.15,0.84,0.84
Malaysia,MYS,Climate Altering Land Cover Index,Index,105.184247938816,106.070805788771,106.833314600059,107.412147217942,108.821041925838
Malaysia,MYS,Artificial surfaces (including urban and associated areas),1000 HA,307.56,309.42,314.15,319.14,334.85
Malaysia,MYS,Grassland,1000 HA,1791.1,1810.82,1817.94,1817.5,1809.02
Malaysia,MYS,Herbaceous crops,1000 HA,624.91,630.91,632.95,633.08,629.86
Malaysia,MYS,Inland water bodies,1000 HA,520.79,522.26,522.68,523.66,524.15
Malaysia,MYS,Mangroves,1000 HA,660.67,659.56,657.18,654.29,652.92
Malaysia,MYS,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Malaysia,MYS,Shrub-covered areas,1000 HA,1476.5,1494.19,1500.06,1502.68,1497.15
Malaysia,MYS,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Malaysia,MYS,Sparsely natural vegetated areas,1000 HA,26.74,28.29,28.61,29.52,30.03
Malaysia,MYS,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
Malaysia,MYS,Tree-covered areas,1000 HA,22143.72,22042.42,22006.21,21998.32,22029.35
Malaysia,MYS,Woody crops,1000 HA,5643.88,5698.02,5716.47,5717.66,5688.52
Nepal,NPL,Climate Altering Land Cover Index,Index,98.6618253409353,98.5045611649101,98.4354288664633,98.2992343602439,98.2333298158782
Nepal,NPL,Artificial surfaces (including urban and associated areas),1000 HA,26.95,27.04,27.33,30.23,34.24
Nepal,NPL,Grassland,1000 HA,3205.73,3199.44,3197.07,3193.5,3187.28
Nepal,NPL,Herbaceous crops,1000 HA,2871.47,2866.76,2864.4,2857.54,2851.59
Nepal,NPL,Inland water bodies,1000 HA,30.57,30.58,30.6,30.76,30.78
Nepal,NPL,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Nepal,NPL,Permanent snow and glaciers,1000 HA,488.22,488.22,488.39,488.22,488.22
Nepal,NPL,Shrub-covered areas,1000 HA,525.36,526.28,527.85,526.42,525.1
Nepal,NPL,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,2.29,2.29,2.26,2.28,2.28
Nepal,NPL,Sparsely natural vegetated areas,1000 HA,10.75,11.0,11.22,11.22,11.23
Nepal,NPL,Terrestrial barren land,1000 HA,189.15,189.07,188.84,189.63,190.38
Nepal,NPL,Tree-covered areas,1000 HA,7161.36,7171.64,7174.4,7183.45,7192.73
Nepal,NPL,Woody crops,1000 HA,288.0,287.53,287.29,286.61,286.01
Oman,OMN,Climate Altering Land Cover Index,Index,111.349830154378,111.835899732486,110.595782478388,114.401980981078,116.711224326036
Oman,OMN,Artificial surfaces (including urban and associated areas),1000 HA,39.74,40.36,41.99,45.09,51.09
Oman,OMN,Grassland,1000 HA,20.25,20.34,20.52,20.91,21.63
Oman,OMN,Herbaceous crops,1000 HA,198.47,198.89,194.61,199.65,198.59
Oman,OMN,Inland water bodies,1000 HA,38.54,38.54,38.67,38.54,38.52
Oman,OMN,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Oman,OMN,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Oman,OMN,Shrub-covered areas,1000 HA,57.08,57.13,57.07,56.93,56.77
Oman,OMN,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,3.22,3.22,3.18,3.22,3.22
Oman,OMN,Sparsely natural vegetated areas,1000 HA,1837.09,1839.13,1841.56,1879.39,2026.05
Oman,OMN,Terrestrial barren land,1000 HA,28674.53,28671.52,28668.05,28626.47,28473.49
Oman,OMN,Tree-covered areas,1000 HA,44.42,44.5,44.82,45.44,46.7
Oman,OMN,Woody crops,1000 HA,83.44,83.17,86.72,81.21,80.77
Philippines,PHL,Climate Altering Land Cover Index,Index,99.4048618868884,99.321573138653,99.179478577319,98.9139168410223,98.9609822761285
Philippines,PHL,Artificial surfaces (including urban and associated areas),1000 HA,176.27,178.46,182.84,187.6,196.1
Philippines,PHL,Grassland,1000 HA,2142.57,2149.85,2152.71,2149.5,2147.23
Philippines,PHL,Herbaceous crops,1000 HA,6486.11,6478.34,6464.49,6441.88,6436.53
Philippines,PHL,Inland water bodies,1000 HA,851.32,851.26,852.43,852.98,853.4
Philippines,PHL,Mangroves,1000 HA,591.44,590.11,587.75,586.2,585.58
Philippines,PHL,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Philippines,PHL,Shrub-covered areas,1000 HA,1416.66,1423.4,1425.87,1422.97,1419.98
Philippines,PHL,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Philippines,PHL,Sparsely natural vegetated areas,1000 HA,156.59,156.74,156.54,157.15,157.34
Philippines,PHL,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
Philippines,PHL,Tree-covered areas,1000 HA,11556.17,11530.0,11522.91,11541.9,11549.36
Philippines,PHL,Woody crops,1000 HA,6408.37,6427.35,6440.21,6445.34,6439.98
Pakistan,PAK,Climate Altering Land Cover Index,Index,99.9395054372134,99.8222855819071,99.8343928705469,99.7683733509515,99.6915843590005
Pakistan,PAK,Artificial surfaces (including urban and associated areas),1000 HA,337.88,354.5,354.81,376.46,416.57
Pakistan,PAK,Grassland,1000 HA,18945.29,19012.48,19094.33,19077.8,19066.02
Pakistan,PAK,Herbaceous crops,1000 HA,24143.0,24097.66,24100.22,24062.5,24003.58
Pakistan,PAK,Inland water bodies,1000 HA,546.86,547.39,547.53,551.2,553.33
Pakistan,PAK,Mangroves,1000 HA,8.42,8.42,8.43,8.42,8.58
Pakistan,PAK,Permanent snow and glaciers,1000 HA,210.93,210.93,210.9,210.93,210.93
Pakistan,PAK,Shrub-covered areas,1000 HA,6869.13,6864.9,6862.44,6862.28,6857.0
Pakistan,PAK,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,379.31,379.2,378.8,379.15,379.06
Pakistan,PAK,Sparsely natural vegetated areas,1000 HA,2854.83,2890.28,2900.31,2930.66,3005.69
Pakistan,PAK,Terrestrial barren land,1000 HA,21823.67,21708.4,21614.17,21593.02,21521.05
Pakistan,PAK,Tree-covered areas,1000 HA,2430.42,2464.06,2474.0,2486.32,2518.46
Pakistan,PAK,Woody crops,1000 HA,614.42,625.92,617.89,625.42,623.89
West Bank and Gaza,PSE,Climate Altering Land Cover Index,Index,98.5825072120912,94.8936805504622,97.8504564279226,103.024866007284,106.794828551025
West Bank and Gaza,PSE,Artificial surfaces (including urban and associated areas),1000 HA,29.18,29.44,29.48,31.63,38.09
West Bank and Gaza,PSE,Grassland,1000 HA,40.03,40.06,40.11,40.37,40.84
West Bank and Gaza,PSE,Herbaceous crops,1000 HA,84.62,80.1,83.56,87.3,85.19
West Bank and Gaza,PSE,Inland water bodies,1000 HA,19.11,19.11,19.11,19.11,19.11
West Bank and Gaza,PSE,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza,PSE,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza,PSE,Shrub-covered areas,1000 HA,30.62,30.64,30.71,30.73,30.63
West Bank and Gaza,PSE,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza,PSE,Sparsely natural vegetated areas,1000 HA,115.85,116.35,116.37,115.19,113.8
West Bank and Gaza,PSE,Terrestrial barren land,1000 HA,117.51,116.65,116.57,115.43,114.52
West Bank and Gaza,PSE,Tree-covered areas,1000 HA,35.31,35.38,35.43,35.89,37.05
West Bank and Gaza,PSE,Woody crops,1000 HA,151.96,156.45,153.32,148.55,144.96
Qatar,QAT,Climate Altering Land Cover Index,Index,100.385234652838,109.283196239718,109.804539378666,111.766704401103,118.043960258773
Qatar,QAT,Artificial surfaces (including urban and associated areas),1000 HA,37.67,43.07,43.39,44.61,48.31
Qatar,QAT,Grassland,1000 HA,6.41,7.12,7.16,7.32,7.82
Qatar,QAT,Herbaceous crops,1000 HA,22.13,22.03,22.02,21.97,22.01
Qatar,QAT,Inland water bodies,1000 HA,13.63,13.63,13.63,13.63,13.66
Qatar,QAT,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Qatar,QAT,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Qatar,QAT,Shrub-covered areas,1000 HA,5.13,5.13,5.09,5.1,5.06
Qatar,QAT,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Qatar,QAT,Sparsely natural vegetated areas,1000 HA,17.02,16.77,16.73,16.61,16.3
Qatar,QAT,Terrestrial barren land,1000 HA,1044.76,1037.92,1037.6,1036.16,1031.51
Qatar,QAT,Tree-covered areas,1000 HA,9.64,10.72,10.76,11.01,11.75
Qatar,QAT,Woody crops,1000 HA,3.16,3.15,3.15,3.14,3.14
Saudi Arabia,SAU,Climate Altering Land Cover Index,Index,100.457562651959,100.536114083338,100.444470782669,100.91998572698,102.295186179205
Saudi Arabia,SAU,Artificial surfaces (including urban and associated areas),1000 HA,289.25,311.16,324.37,338.4,378.83
Saudi Arabia,SAU,Grassland,1000 HA,179.67,182.42,184.1,185.9,191.15
Saudi Arabia,SAU,Herbaceous crops,1000 HA,2474.22,2454.47,2438.72,2437.79,2435.19
Saudi Arabia,SAU,Inland water bodies,1000 HA,161.38,161.33,160.77,161.33,161.36
Saudi Arabia,SAU,Mangroves,1000 HA,3.12,3.12,3.01,3.04,3.13
Saudi Arabia,SAU,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,SAU,Shrub-covered areas,1000 HA,420.34,420.11,420.04,419.29,418.51
Saudi Arabia,SAU,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,8.98,8.98,8.86,8.85,8.84
Saudi Arabia,SAU,Sparsely natural vegetated areas,1000 HA,7518.21,7616.96,7630.9,8066.77,8375.13
Saudi Arabia,SAU,Terrestrial barren land,1000 HA,182101.76,181979.35,181949.6,181496.1,181135.79
Saudi Arabia,SAU,Tree-covered areas,1000 HA,133.08,138.02,140.19,144.75,154.44
Saudi Arabia,SAU,Woody crops,1000 HA,119.38,133.41,147.44,147.12,146.96
Singapore,SGP,Climate Altering Land Cover Index,Index,99.7058823529412,99.6176470588236,100.030123141834,100.205882352941,100.516786370469
Singapore,SGP,Artificial surfaces (including urban and associated areas),1000 HA,22.03,22.48,23.24,23.39,23.88
Singapore,SGP,Grassland,1000 HA,4.77,4.8,4.85,4.88,4.92
Singapore,SGP,Herbaceous crops,1000 HA,11.87,11.39,10.81,10.68,10.29
Singapore,SGP,Inland water bodies,1000 HA,4.91,4.92,4.96,4.91,4.87
Singapore,SGP,Mangroves,1000 HA,3.2,3.17,3.02,2.95,2.91
Singapore,SGP,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Singapore,SGP,Shrub-covered areas,1000 HA,1.08,1.08,1.07,1.09,1.09
Singapore,SGP,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
Singapore,SGP,Sparsely natural vegetated areas,1000 HA,0.08,0.08,0.05,0.05,0.02
